Maker,Model,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,Claim,category_anomaly,repair_date
Dodge,Nitro,2018,4,Silver,2008,SUV,83000,2.8L,Automatic,Diesel,5500,5,5,Steering Wheel Shaking,0,21,4/21/18,4,85.5,4,0,0,4/22/18
Citroen,C4,2018,5,Silver,2006,Hatchback,91000,2.0L,Manual,Petrol,1480,5,5,Steering Wheel Shaking,0,16,5/16/18,2,41.48,2,0,0,5/16/18
Fiat,500,2018,7,Blue,2017,Hatchback,10800,0.9L,Manual,Petrol,15880,4,3,Excessive Emissions,0,11,7/11/18,1,34.292,1,0,0,7/11/18
Bentley,Flying Spur,2018,4,Gelb,2005,Saloon,99000,6.0L,Automatic,Petrol,17999,5,4,Gear Box Issue,0,1,4/1/18,3,1067.734088,995.6954559,1,1,4/9/18
Fiat,500C,2018,5,White,2013,Convertible,34000,1.2L,Manual,Petrol,7290,4,2,Alternator Failing,0,1,5/1/18,1,185.8,2,0,0,5/1/18
Ford,Ka+,2018,5,Gelb,2017,Hatchback,8532,1.2L,Manual,Petrol,8325,5,5,Starter Motor Issue,0,16,5/16/18,1,143.25,3,1,1,5/16/18
Ford,B-Max,2018,4,Gelb,2014,MPV,27683,1.5L,Manual,Diesel,7400,5,5,Engine Issue,1,13,4/13/18,1,1640,8,1,1,4/15/18
Citroen,C3,2018,8,Silver,2014,Hatchback,18800,1.6L,Manual,Diesel,6499,5,5,Steering Wheel Shaking,0,13,8/13/18,2,244.0379214,176.2373748,1,0,8/27/18
Citroen,C1,2021,5,Beige,2019,Hatchback,10100,1.0L,Manual,Petrol,7250,4,5,Warning Light,0,21,5/21/21,2,432.5,18,0,0,5/25/21
Ford,Focus CC,2018,8,Black,2007,Convertible,50000,2.0L,Manual,Diesel,3795,4,2,Tyre Alignment,0,10,8/10/18,1,10.3795,0.5,0,0,8/10/18
Ford,Kuga,2018,8,White,2014,SUV,45113,2.0L,Manual,Diesel,13495,5,5,Flat Tyres,0,1,8/1/18,1,24.0485,1,0,0,8/1/18
Honda,Civic,2018,8,Red,2004,Hatchback,95000,2.0L,Manual,Petrol,2495,4,3,Radiator Leaking,0,12,8/12/18,1,524.1194588,2,1,0,8/12/18
Honda,CR-V,2018,5,Silver,2005,SUV,165717,2.2L,Manual,Diesel,1990,5,5,Flat Tyres,0,18,5/18/18,1,20.597,1,0,0,5/18/18
Citroen,C3,2018,8,Purple,2015,Hatchback,18950,1.2L,Manual,Petrol,6495,5,5,Tyre Alignment,0,12,8/12/18,2,20.6495,1,0,0,8/12/18
Citroen,C4,2018,3,Grey,2006,Hatchback,90000,1.6L,Manual,Diesel,1190,5,5,Windscreen Crack,0,4,3/4/18,2,40.714,2,0,0,3/4/18
Ford,Kuga,2018,8,Black,2015,SUV,16648,2.0L,Manual,Diesel,12395,5,5,Sensor Malfunction,0,7,8/7/18,1,679.75,3,0,0,8/7/18
Bentley,Continental,2018,8,Blue,2011,Convertible,30210,6.0L,Automatic,Petrol,69950,4,2,Electrical Issue,4,6,8/6/18,3,329.85,6,0,0,8/7/18
Ford,Fiesta,2018,4,Black,2016,Hatchback,7910,1.25L,Manual,Petrol,9497,5,5,Gear Box Issue,0,28,4/28/18,1,134.97,2,0,0,4/28/18
Honda,Accord,2018,2,Silver,2005,Saloon,129000,2.0L,Manual,Petrol,1890,5,4,Windscreen Crack,0,4,2/4/18,1,21.134,1,0,0,2/4/18
Fiat,500X,2018,5,White,2017,SUV,13000,1.6L,Manual,Diesel,11990,5,5,Electrical Issue,3,8,5/8/18,1,79.95,1,0,0,5/8/18
Honda,CR-V,2018,8,Black,2007,SUV,113000,2.2L,Manual,Diesel,3995,5,5,Gear Box Issue,0,1,8/1/18,1,79.95,2,0,0,8/1/18
Ford,Kuga,2018,2,Silver,2013,SUV,62003,2.0L,Manual,Diesel,10480,5,5,Alternator Failing,0,18,2/18/18,1,1074.501086,2,1,0,2/18/18
Ford,Kuga,2018,8,Grey,2010,SUV,63000,2.0L,Manual,Diesel,7295,5,5,Transmission Issue,2,1,8/1/18,1,111.065,3,0,0,8/1/18
Ford,Fiesta,2018,8,Red,2002,Hatchback,111092,1.25L,Manual,Petrol,550,5,3,Alternator Failing,0,22,8/22/18,1,51,2,0,0,8/22/18
Ford,Kuga,2018,8,Grey,2015,SUV,19094,2.0L,Manual,Diesel,12490,5,5,Engine Issue,1,16,8/16/18,1,2658,8,0,0,8/18/18
Honda,HR-V,2020,12,Blue,2019,SUV,12107,1.5L,Manual,Petrol,16625,5,5,Gear Box Issue,0,1,12/1/20,1,206.25,2,0,0,12/1/20
Ford,Focus,2018,7,Red,2016,Hatchback,22938,1.5L,Manual,Diesel,10299,5,5,Windscreen Crack,0,7,7/7/18,1,26.1794,1,0,0,7/7/18
Fiat,500,2018,7,White,2010,Hatchback,42000,1.2L,Manual,Petrol,3995,4,3,Warning Light,0,3,7/3/18,1,219.95,9,0,0,7/5/18
Ford,Kuga,2018,5,Blue,2016,SUV,25000,2.0L,Manual,Diesel,13950,5,5,Tyre Alignment,0,20,5/20/18,1,59.60832287,0.5,1,0,5/20/18
Citroen,C3,2018,9,White,2011,Hatchback,24000,1.1L,Manual,Petrol,4000,5,5,Alternator Failing,0,13,9/13/18,2,160,4,0,0,9/14/18
Citroen,Xsara Picasso,2018,8,Blue,2003,MPV,86000,1.6L,Manual,Petrol,390,5,5,Transmission Issue,1,19,8/19/18,2,161.17,8,0,0,8/21/18
Dacia,Sandero,2018,3,Blue,2013,Hatchback,24000,0.9L,Manual,Petrol,4995,5,5,Transmission Issue,2,9,3/9/18,1,94.965,3,0,0,3/9/18
Fiat,500L,2018,6,Green,2015,MPV,19057,1.6L,Manual,Diesel,9800,7,5,Electrical Issue,3,28,6/28/18,1,69,1,0,0,6/28/18
Ford,Mustang,2018,8,Black,2016,Coupe,18000,5.0L,Manual,Petrol,31948,4,3,Starter Motor Issue,0,24,8/24/18,1,379.48,3,0,0,8/24/18
Ford,Fiesta,2018,8,Silver,2003,Hatchback,77000,1.4L,Manual,Petrol,1095,5,3,Starter Motor Issue,0,23,8/23/18,1,70.95,3,0,0,8/23/18
Ford,Galaxy,2018,2,Blue,2006,MPV,124000,1.9L,Manual,Diesel,2375,7,5,Electrical Issue,2,18,2/18/18,1,14.75,0.5,0,0,2/18/18
Ford,S-Max,2018,2,Grey,2017,MPV,25,2.0L,Manual,Diesel,24498,7,5,Tyre Alignment,0,23,2/23/18,1,12.4498,0.5,0,0,2/23/18
Ford,Kuga,2018,8,Silver,2011,SUV,56115,2.0L,Manual,Diesel,8298,5,5,Electrical Issue,1,21,8/21/18,1,48.298,2,0,0,8/21/18
Ford,Fiesta,2018,5,Red,2001,Hatchback,93000,1.3L,Manual,Petrol,300,5,5,Radiator Leaking,0,10,5/10/18,1,252.8129004,2,1,0,5/10/18
DS,3,2018,3,Black,2017,Hatchback,7144,1.2L,Manual,Petrol,12990,5,3,Sensor Malfunction,0,9,3/9/18,2,769.5,6,0,0,3/10/18
Dacia,Sandero Stepway,2018,5,Gelb,2018,Hatchback,10,1.5L,Manual,Diesel,11396,5,5,Sensor Malfunction,0,17,5/17/18,1,629.8,3,1,1,5/17/18
Fiat,500L,2018,7,Red,2013,MPV,31802,0.9L,Manual,Petrol,4300,5,5,Tyre Alignment,0,23,7/23/18,1,10.43,0.5,0,0,7/23/18
Dacia,Sandero Stepway,2018,8,Blue,2018,Hatchback,89,0.9L,Manual,Petrol,9990,5,5,Flat Tyres,0,17,8/17/18,1,22.997,1,0,0,8/17/18
Honda,Jazz,2018,8,Silver,2006,Hatchback,85000,1.4L,Automatic,Petrol,2995,5,5,Tyre Alignment,0,2,8/2/18,1,10.2995,0.5,0,0,8/2/18
Ford,Focus,2018,8,Black,2016,Estate,29400,2.0L,Automatic,Diesel,11300,5,5,Warning Light,0,16,8/16/18,1,293,9,0,0,8/18/18
Ford,Focus,2018,5,Gelb,2011,Hatchback,45335,1.6L,Manual,Diesel,6095,5,5,Transmission Issue,3,1,5/1/18,1,214.855,8,1,1,5/3/18
Honda,CR-V,2018,5,Blue,2012,SUV,39555,2.0L,Manual,Petrol,12000,5,5,Tyre Alignment,0,5,5/5/18,1,11.2,0.5,0,0,5/5/18
Fiat,500,2018,8,Blue,2013,Hatchback,46644,1.2L,Manual,Petrol,3995,4,3,Brake Pads Worn,0,13,8/13/18,1,41.9975,2,0,0,8/13/18
Citroen,DS4,2018,5,Blue,2013,Hatchback,69000,1.6L,Manual,Diesel,5649,5,5,Gear Box Issue,0,26,5/26/18,2,136.49,4,0,0,5/27/18
Ford,Focus,2018,5,Gelb,2010,Estate,110000,1.6L,Manual,Diesel,2695,5,5,Excessive Emissions,0,22,5/22/18,1,22.4255,1,1,1,5/22/18
Citroen,C3,2018,8,Grey,2012,Hatchback,42694,1.4L,Manual,Petrol,4685,5,5,Warning Light,0,20,8/20/18,2,406.85,18,0,0,8/24/18
Ford,Focus,2018,4,Gelb,2017,Hatchback,12541,1.0L,Manual,Petrol,11764,5,5,Flat Tyres,0,26,4/26/18,1,23.5292,1,1,1,4/26/18
Ford,B-Max,2018,5,Gelb,2015,MPV,2416,1.6L,Automatic,Petrol,9999,5,5,Tyre Alignment,0,7,5/7/18,1,10.9999,0.5,1,1,5/7/18
Citroen,C3,2018,8,Black,2011,Hatchback,41043,1.6L,Manual,Petrol,4990,5,5,Steering Wheel Shaking,0,11,8/11/18,2,219.876778,2,1,0,8/11/18
Ford,S-Max,2018,7,White,2013,MPV,52000,2.0L,Automatic,Diesel,10250,7,5,Alternator Failing,0,4,7/4/18,1,245,2,0,0,7/4/18
Ford,EcoSport,2021,5,White,2019,SUV,6800,1.0L,Manual,Petrol,14000,5,5,Alternator Failing,0,16,5/16/21,1,320,2,0,0,5/16/21
Ford,Focus CC,2018,5,Red,2009,Convertible,50000,2.0L,Automatic,Petrol,4695,4,2,Excessive Emissions,0,1,5/1/18,1,24.2255,1,0,0,5/1/18
Citroen,Grand C4 Picasso,2018,7,Blue,2015,MPV,65000,2.0L,Manual,Diesel,9499,5,5,Windscreen Crack,0,26,7/26/18,2,45.6994,2,0,0,7/26/18
Ford,C-Max,2018,5,Brown,2013,MPV,47640,1.6L,Manual,Diesel,7340,5,5,Sensor Malfunction,0,13,5/13/18,1,2244.251977,1456.561659,1,0,5/17/18
Ford,Kuga,2018,3,Red,2014,SUV,21029,2.0L,Manual,Diesel,12800,5,5,Transmission Issue,3,14,3/14/18,1,275.2,8,0,0,3/16/18
Honda,CR-V,2018,7,Red,2013,SUV,39172,2.0L,Manual,Petrol,9300,5,5,Engine Issue,4,10,7/10/18,1,3168.747358,10,1,0,7/12/18
Fiat,500L,2021,4,Bronze,2019,MPV,18842,1.4L,Manual,Petrol,10795,5,5,Gear Box Issue,0,25,4/25/21,1,800.985245,580.1292961,1,0,5/20/21
Ford,C-Max,2018,4,White,2011,MPV,47700,1.6L,Manual,Diesel,6550,5,5,Gear Box Issue,0,6,4/6/18,1,105.5,2,0,0,4/6/18
Fiat,500L,2018,6,Yellow,2015,MPV,40480,1.6L,Manual,Diesel,8000,5,5,Flat Tyres,0,19,6/19/18,1,22.4,1,0,0,6/19/18
Ford,Fiesta,2021,5,Silver,2019,Hatchback,6471,1.0L,Manual,Petrol,13725,5,5,Tyre Alignment,0,27,5/27/21,1,11.3725,0.5,0,0,5/27/21
Citroen,Berlingo,2018,4,Silver,2015,Combi Van,37000,1.6L,Manual,Diesel,9594,17,6,Alternator Failing,0,22,4/22/18,2,271.88,4,1,0,4/23/18
Ford,Grand C-Max,2018,1,Silver,2017,MPV,3317,1.5L,Automatic,Diesel,19000,5,5,Electrical Issue,1,21,1/21/18,1,59,2,0,0,1/21/18
Ford,B-Max,2018,4,White,2016,MPV,18437,1.5L,Manual,Diesel,8795,5,5,Sensor Malfunction,0,18,4/18/18,1,499.75,3,0,0,4/18/18
Citroen,C5,2018,5,Blue,2009,Estate,99000,1.6L,Manual,Diesel,2750,5,5,Excessive Emissions,0,10,5/10/18,2,42.475,2,0,0,5/10/18
Honda,HR-V,2018,4,Silver,2018,SUV,2000,1.5L,Automatic,Petrol,24450,5,5,Warning Light,0,1,4/1/18,1,424.5,9,0,0,4/3/18
Ford,Mustang,2018,8,Black,2017,Coupe,9500,2.3L,Automatic,Petrol,29500,4,3,Windscreen Crack,0,6,8/6/18,1,37.7,1,0,0,8/6/18
Ford,Ranger,2017,11,Black,2018,Pickup,10,3.2L,Automatic,Diesel,39994,5,4,Starter Motor Issue,0,15,11/15/17,1,459.94,3,0,0,11/15/17
Ford,Kuga,2018,5,Orange,2015,SUV,44605,2.0L,Manual,Diesel,11800,5,5,Tyre Alignment,0,17,5/17/18,1,11.18,0.5,0,0,5/17/18
Dacia,Sandero Stepway,2018,4,Gelb,2015,Hatchback,45100,0.9L,Manual,Petrol,6995,5,5,Electrical Issue,2,18,4/18/18,1,23.99,0.5,1,1,4/18/18
Ford,Focus,2018,7,Blue,2008,Hatchback,21000,1.8L,Manual,Petrol,4250,5,5,Radiator Leaking,0,23,7/23/18,1,125,2,0,0,7/23/18
Ford,Focus,2018,7,Brown,2016,Hatchback,16646,1.0L,Manual,Petrol,11999,5,5,Warning Light,0,27,7/27/18,1,299.99,9,0,0,7/29/18
Fiat,Grande Punto,2018,5,Blue,2008,Hatchback,102000,1.4L,Manual,Petrol,1495,5,5,Sensor Malfunction,0,22,5/22/18,1,134.75,3,0,0,5/22/18
Fiat,500L,2018,3,Multicolour,2015,MPV,30122,1.3L,Automatic,Diesel,9000,5,5,Windscreen Crack,0,18,3/18/18,1,25.4,1,0,0,3/18/18
Citroen,SpaceTourer,2017,9,Orange,2017,MPV,1333,1.6L,Manual,Diesel,20990,8,5,Alternator Failing,0,4,9/4/17,2,499.8,4,0,0,9/5/17
Honda,Civic,2018,5,Silver,2012,Hatchback,49450,2.2L,Manual,Diesel,7250,5,5,Warning Light,0,17,5/17/18,1,809.6927294,9,1,0,5/19/18
Ford,Ranger,2018,7,White,2012,Pickup,107598,2.2L,Manual,Diesel,7750,4,2,Gear Box Issue,0,8,7/8/18,1,117.5,2,0,0,7/8/18
Ford,Kuga,2017,3,Black,2018,SUV,40,2.0L,Automatic,Diesel,29995,5,5,Sensor Malfunction,0,25,3/25/17,1,1559.75,3,0,0,3/25/17
Citroen,C3 Picasso,2017,10,Green,2009,MPV,61500,1.6L,Manual,Diesel,3800,5,5,Gear Box Issue,0,7,10/7/17,2,118,4,0,0,10/8/17
Ford,Kuga,2018,4,Green,2015,SUV,14609,1.5L,Manual,Petrol,17734,5,5,Engine Issue,4,7,4/7/18,1,1086.7,10,0,0,4/9/18
Fiat,500C,2018,5,White,2012,Convertible,60000,1.2L,Manual,Petrol,5295,4,2,Alternator Failing,0,26,5/26/18,1,145.9,2,0,0,5/26/18
Citroen,C3,2018,8,Black,2013,Hatchback,24987,1.2L,Manual,Petrol,5700,5,5,Transmission Issue,1,17,8/17/18,2,177.1,8,0,0,8/19/18
Ford,Kuga,2018,8,Grey,2015,SUV,47671,2.0L,Manual,Diesel,12498,5,5,Brake Pads Worn,0,20,8/20/18,1,46.249,2,0,0,8/20/18
Citroen,C3,2018,6,Grey,2011,Hatchback,46000,1.4L,Manual,Diesel,4790,5,5,Alternator Failing,0,9,6/9/18,2,175.8,4,0,0,6/10/18
Citroen,C4,2018,8,White,2013,Hatchback,47567,1.6L,Manual,Diesel,5795,5,5,Windscreen Crack,0,19,8/19/18,2,43.477,2,0,0,8/19/18
Fiat,500,2021,4,Red,2019,Hatchback,5221,1.2L,Manual,Petrol,8000,4,3,Radiator Leaking,0,15,4/15/21,1,200,2,0,0,4/15/21
Ford,Ranger,2021,6,Orange,2019,Pickup,71979,2.0L,Automatic,Diesel,30000,5,4,Warning Light,0,11,6/11/21,1,480,9,0,0,6/13/21
Ford,Focus,2018,5,Gelb,2006,Hatchback,120000,1.8L,Manual,Diesel,500,5,5,Warning Light,0,11,5/11/18,1,185,9,1,1,5/13/18
Honda,Civic,2018,7,Silver,2001,Hatchback,102950,1.6L,Automatic,Petrol,995,5,5,Transmission Issue,2,25,7/25/18,1,66.965,3,0,0,7/25/18
Ford,Streetka,2018,7,Silver,2005,Convertible,95050,1.6L,Manual,Petrol,895,2,2,Flat Tyres,0,26,7/26/18,1,20.2685,1,0,0,7/26/18
Honda,Civic,2018,4,Gold,2009,Hatchback,76051,1.8L,Manual,Petrol,4310,5,3,Transmission Issue,3,2,4/2/18,1,198.79,8,0,0,4/4/18
Ford,Focus,2018,7,Grey,2004,Hatchback,88000,2.0L,Manual,Petrol,2295,5,5,Sensor Malfunction,0,17,7/17/18,1,174.75,3,0,0,7/17/18
Ford,B-Max,2018,8,Black,2013,MPV,41087,1.4L,Manual,Petrol,5370,5,5,Engine Issue,1,26,8/26/18,1,1234,8,0,0,8/28/18
Fiat,500,2018,8,White,2009,Hatchback,68000,1.2L,Manual,Petrol,4000,4,3,Windscreen Crack,0,17,8/17/18,1,22.4,1,0,0,8/17/18
Honda,CR-V,2018,6,Silver,2015,SUV,74997,1.6L,Manual,Diesel,11500,5,5,Windscreen Crack,0,24,6/24/18,1,26.9,1,0,0,6/24/18
Citroen,C3 Aircross,2021,1,Black,2019,SUV,9544,1.2L,Manual,Petrol,13000,5,5,Flat Tyres,0,6,1/6/21,2,43.9,2,0,0,1/6/21
Citroen,DS3,2018,4,White,2010,Hatchback,81009,1.6L,Manual,Diesel,3999,5,3,Sensor Malfunction,0,19,4/19/18,2,319.95,6,0,0,4/20/18
Fiat,Punto Evo,2018,4,Blue,2011,Hatchback,65840,1.2L,Manual,Petrol,3295,4,3,Engine Issue,1,9,4/9/18,1,819,8,0,0,4/11/18
Ford,Mondeo,2018,8,Silver,2005,Hatchback,86000,2.0L,Manual,Diesel,995,5,5,Radiator Leaking,0,8,8/8/18,1,59.9,2,0,0,8/8/18
Honda,Jazz,2018,5,Black,2017,Hatchback,10579,1.3L,Manual,Petrol,10789,5,5,Alternator Failing,0,11,5/11/18,1,255.78,2,0,0,5/11/18
Fiat,Grande Punto,2018,4,Grey,2009,Hatchback,47500,1.4L,Manual,Petrol,3495,5,5,Excessive Emissions,0,15,4/15/18,1,108.7966767,69.67412247,1,0,5/2/18
Citroen,Grand C4 Picasso,2018,8,Blue,2015,MPV,18905,1.6L,Automatic,Diesel,12500,5,5,Gear Box Issue,0,28,8/28/18,2,205,4,0,0,8/29/18
Ford,Focus,2018,7,Blue,2007,Hatchback,191000,2.0L,Manual,Diesel,890,5,5,Tyre Alignment,0,8,7/8/18,1,10.089,0.5,0,0,7/8/18
Citroen,Grand C4 Picasso,2018,8,Black,2016,MPV,13455,1.6L,Automatic,Diesel,16495,5,5,Flat Tyres,0,5,8/5/18,2,44.9485,2,0,0,8/5/18
Fiat,500,2018,8,Red,2016,Hatchback,22700,1.2L,Manual,Petrol,9000,4,3,Sensor Malfunction,0,10,8/10/18,1,3007.472274,3,1,0,8/10/18
Citroen,SpaceTourer,2021,6,Silver,2019,MPV,43189,1.5L,Manual,Diesel,17500,5,5,Excessive Emissions,0,14,6/14/21,2,55.75,2,0,0,6/14/21
Fiat,500,2018,7,Blue,2014,Hatchback,12000,1.2L,Manual,Petrol,5950,4,3,Windscreen Crack,0,27,7/27/18,1,23.57,1,0,0,7/27/18
Citroen,C3,2018,7,Blue,2012,Hatchback,40315,1.6L,Manual,Diesel,5985,5,5,Warning Light,0,28,7/28/18,2,419.85,18,0,0,8/1/18
Fiat,500,2021,5,Red,2019,Hatchback,5040,1.2L,Manual,Petrol,8689,4,3,Flat Tyres,0,1,5/1/21,1,22.6067,1,0,0,5/1/21
Honda,HR-V,2018,8,White,2015,SUV,42622,1.6L,Manual,Diesel,14400,5,5,Steering Wheel Shaking,0,22,8/22/18,1,34.4,1,0,0,8/22/18
Ford,Focus,2018,7,Red,2002,Hatchback,61764,1.8L,Manual,Petrol,450,5,5,Warning Light,0,16,7/16/18,1,184.5,9,0,0,7/18/18
Fiat,500,2018,7,White,2009,Hatchback,83000,1.2L,Manual,Petrol,3495,4,3,Warning Light,0,24,7/24/18,1,214.95,9,0,0,7/26/18
Ford,Ka,2018,4,Silver,2015,Hatchback,10000,1.2L,Manual,Petrol,6295,4,3,Gear Box Issue,0,28,4/28/18,1,102.95,2,0,0,4/28/18
Ford,Focus,2018,7,Brown,2014,Estate,75855,2.0L,Automatic,Diesel,7480,5,5,Radiator Leaking,0,24,7/24/18,1,189.6,2,0,0,7/24/18
Honda,Insight,2017,3,Black,2012,Hatchback,41000,1.3L,Automatic,Hybrid  Petrol/Electric,9600,5,5,Steering Wheel Shaking,0,21,3/21/17,1,29.6,1,0,0,3/21/17
Ford,Focus,2018,6,Gelb,2017,Hatchback,12626,1.0L,Manual,Petrol,12595,5,5,Steering Wheel Shaking,0,9,6/9/18,1,32.595,1,1,1,6/9/18
Ford,Grand C-Max,2018,4,White,2015,MPV,43239,1.5L,Manual,Diesel,11480,7,5,Brake Pads Worn,0,17,4/17/18,1,45.74,2,0,0,4/17/18
Ford,Ka,2018,7,Blue,2005,Hatchback,54000,1.3L,Manual,Petrol,900,4,3,Excessive Emissions,0,8,7/8/18,1,20.81,1,0,0,7/8/18
Ford,Focus,2021,5,Red,2019,Hatchback,20425,1.0L,Manual,Petrol,13895,5,5,Warning Light,0,25,5/25/21,1,318.95,9,0,0,5/27/21
Ford,Focus,2018,5,Gelb,2016,Hatchback,15484,2.0L,Manual,Diesel,18298,5,5,Brake Pads Worn,0,22,5/22/18,1,49.149,2,1,1,5/22/18
Chevrolet,Kalos,2018,8,Silver,2006,Hatchback,90000,1.4L,Manual,Petrol,595,5,3,Brake Pads Worn,0,16,8/16/18,1,40.2975,2,0,0,8/16/18
Fiat,Doblo,2018,5,Red,2008,Estate,62200,1.4L,Manual,Petrol,7750,5,5,Brake Pads Worn,0,14,5/14/18,1,43.875,2,0,0,5/14/18
Ford,Focus,2021,5,Grey,2019,Hatchback,7706,1.0L,Manual,Petrol,15625,5,5,Flat Tyres,0,20,5/20/21,1,24.6875,1,0,0,5/20/21
Ford,EcoSport,2021,4,White,2019,SUV,8415,1.0L,Manual,Petrol,14500,5,5,Flat Tyres,0,22,4/22/21,1,127.554453,96.04147221,1,0,5/16/21
Dacia,Duster,2018,8,Blue,2015,SUV,13290,1.5L,Manual,Diesel,9695,5,5,Steering Wheel Shaking,0,2,8/2/18,1,29.695,1,0,0,8/2/18
Ford,Fiesta,2018,5,Blue,2017,Hatchback,14000,1.0L,Manual,Petrol,8500,5,5,Electrical Issue,4,20,5/20/18,1,65.5,2,0,0,5/20/18
Chevrolet,Aveo,2018,3,Red,2009,Hatchback,15000,1.2L,Manual,Petrol,2800,5,3,Gear Box Issue,0,23,3/23/18,1,68,2,0,0,3/23/18
Ford,Mustang,2018,8,Blue,2018,Coupe,2460,5.0L,Manual,Petrol,34489,4,3,Flat Tyres,0,26,8/26/18,1,30.3467,1,0,0,8/26/18
Fiat,500,2018,7,Black,2013,Hatchback,31299,1.2L,Manual,Petrol,4995,4,3,Alternator Failing,0,2,7/2/18,1,139.9,2,0,0,7/2/18
Honda,Civic,2018,5,Red,2011,Hatchback,51291,1.8L,Manual,Petrol,5995,5,5,Brake Pads Worn,0,27,5/27/18,1,42.9975,2,0,0,5/27/18
Citroen,DS4,2018,8,Grey,2013,Hatchback,67500,1.6L,Manual,Diesel,6500,5,5,Gear Box Issue,0,20,8/20/18,2,145,4,0,0,8/21/18
Hummer,H2,2018,4,Black,2003,SUV,57000,6.2L,Automatic,Petrol,27000,5,5,Steering Wheel Shaking,0,24,4/24/18,4,107,4,0,0,4/25/18
Ford,Focus,2018,7,Silver,2014,Hatchback,34200,1.0L,Manual,Petrol,7999,5,5,Radiator Leaking,0,9,7/9/18,1,199.98,2,0,0,7/9/18
Ford,Kuga,2018,8,Silver,2010,SUV,69000,2.0L,Automatic,Diesel,8570,5,5,Tyre Alignment,0,11,8/11/18,1,10.857,0.5,0,0,8/11/18
Ferrari,488,2018,7,Grey,2016,Coupe,5934,3.9L,Automatic,Petrol,199950,2,2,Tyre Alignment,0,24,7/24/18,3,49.995,1.5,0,0,7/24/18
Citroen,C3,2018,6,Red,2013,Hatchback,28028,1.2L,Manual,Petrol,5995,5,5,Electrical Issue,5,16,6/16/18,2,125.995,6,0,0,6/17/18
Ford,C-Max,2018,4,Red,2008,MPV,100000,1.8L,Manual,Diesel,2395,5,5,Transmission Issue,2,17,4/17/18,1,76.765,3,0,0,4/17/18
Honda,Civic,2018,5,Blue,2009,Hatchback,67097,1.4L,Manual,Petrol,4740,5,5,Engine Issue,3,3,5/3/18,1,714,12,0,0,5/6/18
Citroen,C1,2018,2,Blue,2005,Hatchback,100000,1.0L,Manual,Petrol,1589,4,3,Brake Pads Worn,0,2,2/2/18,2,80.7945,4,0,0,2/3/18
Honda,HR-V,2021,6,White,2019,SUV,11062,1.5L,Manual,Petrol,19965,5,5,Tyre Alignment,0,1,6/1/21,1,11.9965,0.5,0,0,6/1/21
Citroen,Grand C4 Picasso,2018,8,Grey,2007,MPV,98000,1.6L,Manual,Diesel,1995,7,5,Transmission Issue,2,12,8/12/18,2,133.965,6,0,0,8/13/18
Ford,C-Max,2018,8,Blue,2015,MPV,18393,1.6L,Manual,Petrol,9995,5,5,Radiator Leaking,0,25,8/25/18,1,239.9,2,0,0,8/25/18
Bentley,Continental,2018,6,Gelb,2011,Convertible,21000,6.0L,Automatic,Petrol,70000,4,2,Flat Tyres,0,26,6/26/18,3,81,3,1,1,6/26/18
Ford,Edge,2018,1,Orange,2017,SUV,47,2.0L,Manual,Diesel,24990,5,5,Radiator Leaking,0,1,1/1/18,1,539.8,2,0,0,1/1/18
Ford,Kuga,2018,4,Gelb,2014,SUV,32433,2.0L,Manual,Diesel,11950,5,5,Gear Box Issue,0,27,4/27/18,1,159.5,2,1,1,4/27/18
Ford,Fiesta,2018,8,Silver,2018,Hatchback,12,1.5L,Manual,Diesel,15999,5,3,Radiator Leaking,0,19,8/19/18,1,359.98,2,0,0,8/19/18
Ford,Mondeo,2018,7,Black,2014,Hatchback,100000,2.0L,Manual,Diesel,5995,5,5,Electrical Issue,3,25,7/25/18,1,49.975,1,0,0,7/25/18
Citroen,C4 Cactus,2018,5,White,2015,Hatchback,15003,1.2L,Manual,Petrol,8300,5,5,Tyre Alignment,0,23,5/23/18,2,20.83,1,0,0,5/23/18
Ford,C-Max,2018,5,White,2011,MPV,72000,1.6L,Manual,Diesel,5495,5,5,Radiator Leaking,0,19,5/19/18,1,149.9,2,0,0,5/19/18
Ford,Transit Custom,2018,5,Black,2015,Wood,21396,2.2L,Manual,Diesel,16428,3,0,Windscreen Crack,0,10,5/10/18,1,29.8568,1,1,1,5/10/18
Honda,Civic,2018,8,Red,2001,Hatchback,85000,1.6L,Automatic,Petrol,995,5,5,Warning Light,0,4,8/4/18,1,189.95,9,0,0,8/6/18
Fiat,Punto Evo,2018,5,White,2010,Hatchback,64500,1.4L,Manual,Petrol,3595,4,3,Engine Issue,3,9,5/9/18,1,599.5,12,0,0,5/12/18
Ford,Mondeo,2018,4,Silver,2015,Hatchback,41000,1.6L,Manual,Diesel,10999,5,5,Alternator Failing,0,5,4/5/18,1,259.98,2,0,0,4/5/18
Ford,Focus,2018,6,Red,2013,Hatchback,71000,1.6L,Manual,Diesel,4995,5,5,Electrical Issue,4,18,6/18/18,1,54.985,2,0,0,6/18/18
Citroen,DS3,2018,8,Blue,2011,Hatchback,89000,1.6L,Manual,Diesel,3999,4,3,Alternator Failing,0,5,8/5/18,2,159.98,4,0,0,8/6/18
